path_train,name,id,img,path,label,nombre_img
Train,cardboard,cardboard112,cardboard112.jpg,cardboard/cardboard112.jpg,0,"[[[214 226 238]
  [213 225 237]
  [212 224 236]
  ...
  [196 205 214]
  [196 205 214]
  [196 205 214]]

 [[214 226 238]
  [213 225 237]
  [212 224 236]
  ...
  [195 204 213]
  [195 204 213]
  [195 204 213]]

 [[214 226 238]
  [213 225 237]
  [212 224 236]
  ...
  [194 203 212]
  [194 203 212]
  [194 203 212]]

 ...

 [[215 238 254]
  [217 236 249]
  [177 193 202]
  ...
  [121 153 176]
  [123 154 175]
  [125 156 177]]

 [[215 238 254]
  [216 235 248]
  [178 194 203]
  ...
  [122 153 176]
  [124 155 176]
  [125 156 177]]

 [[215 239 254]
  [216 235 248]
  [178 194 203]
  ...
  [122 154 177]
  [126 155 176]
  [128 157 178]]]"
Train,cardboard,cardboard113,cardboard113.jpg,cardboard/cardboard113.jpg,0,"[[[117 149 184]
  [116 148 183]
  [111 143 178]
  ...
  [147 185 220]
  [148 186 221]
  [152 190 225]]

 [[117 150 183]
  [116 149 182]
  [113 146 179]
  ...
  [149 187 222]
  [150 188 223]
  [152 190 225]]

 [[119 152 185]
  [118 151 184]
  [117 150 183]
  ...
  [149 188 223]
  [150 188 223]
  [150 188 223]]

 ...

 [[176 207 240]
  [176 207 240]
  [174 204 237]
  ...
  [105 129 147]
  [ 93 117 136]
  [109 134 151]]

 [[178 209 242]
  [178 209 242]
  [175 207 239]
  ...
  [ 99 127 147]
  [ 99 126 147]
  [111 138 159]]

 [[180 211 244]
  [180 210 244]
  [177 208 241]
  ...
  [ 99 129 153]
  [105 135 158]
  [101 131 154]]]"
Train,cardboard,cardboard114,cardboard114.jpg,cardboard/cardboard114.jpg,0,"[[[ 46  81 124]
  [ 47  82 125]
  [ 48  83 126]
  ...
  [111 139 160]
  [141 167 191]
  [141 172 197]]

 [[ 44  79 122]
  [ 46  81 124]
  [ 48  83 126]
  ...
  [124 151 172]
  [143 169 194]
  [147 179 202]]

 [[ 44  79 122]
  [ 45  80 123]
  [ 47  82 125]
  ...
  [139 164 186]
  [136 163 184]
  [153 184 206]]

 ...

 [[121 184 243]
  [119 182 242]
  [121 184 244]
  ...
  [141 173 197]
  [147 178 201]
  [154 182 206]]

 [[120 183 243]
  [118 181 241]
  [121 184 244]
  ...
  [142 173 198]
  [148 179 202]
  [155 183 206]]

 [[117 180 241]
  [116 179 239]
  [120 183 243]
  ...
  [142 174 199]
  [149 180 203]
  [155 183 207]]]"
Train,cardboard,cardboard115,cardboard115.jpg,cardboard/cardboard115.jpg,0,"[[[152 185 218]
  [149 182 215]
  [150 184 217]
  ...
  [ 68  95 121]
  [ 65  92 118]
  [ 69  96 122]]

 [[151 184 217]
  [150 183 216]
  [152 185 218]
  ...
  [ 70  97 123]
  [ 71  98 124]
  [ 71  98 124]]

 [[151 184 217]
  [152 185 218]
  [153 186 219]
  ...
  [ 73 100 126]
  [ 75 102 128]
  [ 73 100 125]]

 ...

 [[127 156 187]
  [126 155 186]
  [122 151 182]
  ...
  [ 79 117 149]
  [ 84 122 154]
  [ 86 124 156]]

 [[129 158 189]
  [128 157 188]
  [125 154 185]
  ...
  [ 84 122 154]
  [ 86 124 156]
  [ 83 121 153]]

 [[126 155 185]
  [126 155 186]
  [125 154 185]
  ...
  [ 87 125 157]
  [ 84 122 154]
  [ 86 124 156]]]"
Train,cardboard,cardboard117,cardboard117.jpg,cardboard/cardboard117.jpg,0,"[[[ 64 102 160]
  [ 64 102 160]
  [ 61  99 158]
  ...
  [122 147 167]
  [132 156 177]
  [135 160 180]]

 [[ 62 100 158]
  [ 62 100 158]
  [ 60  97 157]
  ...
  [119 144 164]
  [130 155 175]
  [134 159 179]]

 [[ 58  96 154]
  [ 58  96 155]
  [ 56  93 153]
  ...
  [121 146 166]
  [135 159 180]
  [140 165 185]]

 ...

 [[119 164 208]
  [117 162 206]
  [110 155 199]
  ...
  [183 199 211]
  [184 200 212]
  [184 200 212]]

 [[121 166 210]
  [117 162 206]
  [109 154 198]
  ...
  [180 196 208]
  [182 198 210]
  [184 200 212]]

 [[121 166 210]
  [117 162 206]
  [107 152 196]
  ...
  [177 193 205]
  [180 196 208]
  [183 199 211]]]"
Train,cardboard,cardboard118,cardboard118.jpg,cardboard/cardboard118.jpg,0,"[[[ 18  16  16]
  [ 18  16  16]
  [ 18  16  16]
  ...
  [ 74  93 108]
  [ 75  93 109]
  [ 73  92 107]]

 [[ 17  15  15]
  [ 17  15  15]
  [ 17  15  15]
  ...
  [ 71  90 105]
  [ 72  91 106]
  [ 75  94 109]]

 [[ 14  12  12]
  [ 14  12  12]
  [ 14  12  12]
  ...
  [ 72  90 106]
  [ 67  86 101]
  [ 67  85 101]]

 ...

 [[ 89 108 116]
  [ 79  96 105]
  [ 77  94 103]
  ...
  [ 82  99 111]
  [ 79  96 105]
  [ 79  94 102]]

 [[ 89 108 116]
  [ 81  98 107]
  [ 79  96 105]
  ...
  [ 80  96 108]
  [ 82  97 106]
  [ 83  96 104]]

 [[ 88 107 115]
  [ 86 104 112]
  [ 81  98 107]
  ...
  [ 81  97 109]
  [ 84  99 108]
  [ 87 100 108]]]"
Train,cardboard,cardboard119,cardboard119.jpg,cardboard/cardboard119.jpg,0,"[[[ 54  52  52]
  [ 47  45  45]
  [ 51  49  49]
  ...
  [138 135 137]
  [122 119 121]
  [123 120 122]]

 [[ 52  50  50]
  [ 49  46  46]
  [ 52  50  50]
  ...
  [133 130 132]
  [125 122 124]
  [120 117 119]]

 [[ 55  53  53]
  [ 55  53  53]
  [ 56  54  54]
  ...
  [150 147 149]
  [119 116 118]
  [115 112 114]]

 ...

 [[138 119 111]
  [145 126 118]
  [138 119 111]
  ...
  [175 170 169]
  [184 179 177]
  [176 171 170]]

 [[135 115 107]
  [143 124 116]
  [146 126 119]
  ...
  [183 178 177]
  [190 185 184]
  [176 171 170]]

 [[132 113 104]
  [140 121 113]
  [144 125 117]
  ...
  [174 169 168]
  [176 171 169]
  [178 172 172]]]"
Train,cardboard,cardboard12,cardboard12.jpg,cardboard/cardboard12.jpg,0,"[[[176 210 246]
  [179 213 249]
  [178 212 251]
  ...
  [ 69  79  96]
  [ 68  78  95]
  [ 69  79  96]]

 [[177 211 247]
  [179 213 249]
  [177 213 251]
  ...
  [ 68  78  95]
  [ 68  78  95]
  [ 69  79  96]]

 [[177 211 247]
  [177 213 249]
  [176 212 250]
  ...
  [ 67  77  94]
  [ 67  77  94]
  [ 68  78  95]]

 ...

 [[148 184 225]
  [142 178 218]
  [136 172 212]
  ...
  [ 79 115 155]
  [ 81 117 157]
  [ 82 118 158]]

 [[147 183 223]
  [148 184 224]
  [142 178 218]
  ...
  [ 80 116 156]
  [ 79 115 155]
  [ 79 115 155]]

 [[148 184 224]
  [146 182 222]
  [146 182 222]
  ...
  [ 81 117 157]
  [ 78 114 154]
  [ 76 113 152]]]"
Train,cardboard,cardboard120,cardboard120.jpg,cardboard/cardboard120.jpg,0,"[[[151 177 193]
  [174 200 216]
  [196 221 237]
  ...
  [155 171 178]
  [153 170 176]
  [166 182 188]]

 [[146 172 188]
  [175 201 217]
  [195 220 236]
  ...
  [154 170 177]
  [150 166 172]
  [164 180 186]]

 [[160 186 202]
  [184 210 226]
  [192 218 234]
  ...
  [168 184 191]
  [164 180 186]
  [163 179 185]]

 ...

 [[212 238 254]
  [212 238 254]
  [212 238 254]
  ...
  [ 88 104 127]
  [114 131 152]
  [131 147 168]]

 [[211 237 253]
  [211 237 253]
  [211 237 253]
  ...
  [ 79  95 118]
  [124 141 162]
  [130 147 168]]

 [[211 237 253]
  [211 237 253]
  [211 237 253]
  ...
  [ 87 103 126]
  [113 129 150]
  [138 155 176]]]"
Train,cardboard,cardboard122,cardboard122.jpg,cardboard/cardboard122.jpg,0,"[[[ 37  35  35]
  [ 39  36  36]
  [ 40  38  38]
  ...
  [ 39  58  71]
  [ 40  62  74]
  [ 34  56  68]]

 [[ 39  37  37]
  [ 40  38  38]
  [ 42  40  40]
  ...
  [ 37  58  73]
  [ 38  59  74]
  [ 34  55  71]]

 [[ 40  38  38]
  [ 41  39  39]
  [ 43  41  41]
  ...
  [ 38  61  76]
  [ 40  60  78]
  [ 41  61  79]]

 ...

 [[124 151 178]
  [120 147 174]
  [116 143 170]
  ...
  [140 139 143]
  [140 139 143]
  [140 139 143]]

 [[123 152 179]
  [123 150 177]
  [118 144 171]
  ...
  [140 139 143]
  [141 140 144]
  [139 139 142]]

 [[121 150 177]
  [121 150 177]
  [118 145 172]
  ...
  [140 140 143]
  [142 140 144]
  [139 138 142]]]"
Train,cardboard,cardboard123,cardboard123.jpg,cardboard/cardboard123.jpg,0,"[[[ 77  97 114]
  [ 79 100 116]
  [ 78  97 115]
  ...
  [ 79 105 126]
  [ 70  98 117]
  [ 79 106 126]]

 [[ 76  97 114]
  [ 77  96 113]
  [ 79  99 117]
  ...
  [ 74 101 121]
  [ 71  98 118]
  [ 82 109 129]]

 [[ 74  94 111]
  [ 71  91 108]
  [ 79  99 116]
  ...
  [ 70  97 117]
  [ 72  99 119]
  [ 83 110 130]]

 ...

 [[208 217 231]
  [207 216 230]
  [206 215 229]
  ...
  [100 111 125]
  [ 94 105 119]
  [ 95 106 120]]

 [[208 217 231]
  [207 216 230]
  [206 215 229]
  ...
  [ 95 106 120]
  [ 93 104 118]
  [ 93 104 118]]

 [[209 218 232]
  [208 217 231]
  [207 216 230]
  ...
  [ 95 106 120]
  [ 95 105 119]
  [ 92 103 117]]]"
Train,cardboard,cardboard125,cardboard125.jpg,cardboard/cardboard125.jpg,0,"[[[221 237 253]
  [221 237 253]
  [221 237 253]
  ...
  [ 51  77  94]
  [ 52  78  95]
  [ 73  99 116]]

 [[221 237 253]
  [221 237 253]
  [221 237 253]
  ...
  [ 60  86 103]
  [ 62  88 105]
  [ 80 107 124]]

 [[221 237 253]
  [221 237 253]
  [221 237 253]
  ...
  [ 77 103 120]
  [ 79 105 122]
  [ 80 106 123]]

 ...

 [[188 187 189]
  [189 188 190]
  [190 189 191]
  ...
  [ 15  25  33]
  [ 18  27  36]
  [ 20  29  38]]

 [[188 187 189]
  [189 188 190]
  [190 189 191]
  ...
  [ 12  21  30]
  [ 14  23  32]
  [ 14  23  32]]

 [[188 187 189]
  [189 188 190]
  [190 189 191]
  ...
  [ 15  24  33]
  [ 14  23  32]
  [ 13  21  30]]]"
Train,cardboard,cardboard126,cardboard126.jpg,cardboard/cardboard126.jpg,0,"[[[172 177 179]
  [163 168 170]
  [162 167 168]
  ...
  [140 172 207]
  [136 168 203]
  [131 163 198]]

 [[174 177 177]
  [164 169 168]
  [168 173 172]
  ...
  [142 174 209]
  [140 172 207]
  [137 169 204]]

 [[181 181 178]
  [161 164 162]
  [159 165 164]
  ...
  [141 173 208]
  [140 172 207]
  [137 169 204]]

 ...

 [[148 191 234]
  [143 186 229]
  [142 185 228]
  ...
  [ 72 100 124]
  [ 74 101 127]
  [ 76 103 129]]

 [[149 192 234]
  [145 188 231]
  [144 187 230]
  ...
  [ 73 101 125]
  [ 76 103 129]
  [ 78 105 131]]

 [[149 192 235]
  [147 191 233]
  [146 189 232]
  ...
  [ 75 103 127]
  [ 78 105 131]
  [ 79 107 133]]]"
Train,cardboard,cardboard127,cardboard127.jpg,cardboard/cardboard127.jpg,0,"[[[229 156 105]
  [225 149 100]
  [220 143  96]
  ...
  [195 206 226]
  [186 197 217]
  [188 199 219]]

 [[230 156 107]
  [225 149 100]
  [216 140  94]
  ...
  [190 201 221]
  [186 197 217]
  [191 202 222]]

 [[231 155 106]
  [222 146  97]
  [209 134  89]
  ...
  [194 205 225]
  [192 203 223]
  [193 204 224]]

 ...

 [[ 77  47  36]
  [ 77  47  36]
  [ 78  48  37]
  ...
  [135 147 165]
  [131 143 161]
  [128 140 158]]

 [[ 77  47  36]
  [ 77  47  36]
  [ 78  48  37]
  ...
  [130 142 160]
  [126 138 156]
  [125 137 155]]

 [[ 77  47  36]
  [ 77  47  36]
  [ 78  48  37]
  ...
  [125 137 155]
  [121 133 151]
  [125 137 155]]]"
Train,cardboard,cardboard128,cardboard128.jpg,cardboard/cardboard128.jpg,0,"[[[ 21  27  32]
  [ 21  27  32]
  [ 21  27  32]
  ...
  [222 233 241]
  [222 233 241]
  [222 233 241]]

 [[ 21  27  32]
  [ 21  27  32]
  [ 21  27  32]
  ...
  [237 248 255]
  [237 248 255]
  [237 248 255]]

 [[ 22  28  33]
  [ 22  28  33]
  [ 22  28  33]
  ...
  [236 247 255]
  [236 247 255]
  [236 247 255]]

 ...

 [[152 155 169]
  [151 154 168]
  [150 153 167]
  ...
  [200 213 230]
  [201 214 230]
  [202 215 231]]

 [[152 155 169]
  [151 154 168]
  [150 153 167]
  ...
  [200 213 229]
  [201 214 230]
  [201 214 230]]

 [[152 155 169]
  [151 154 168]
  [150 153 167]
  ...
  [199 212 228]
  [200 213 229]
  [201 214 230]]]"
Train,cardboard,cardboard130,cardboard130.jpg,cardboard/cardboard130.jpg,0,"[[[222 221 217]
  [222 221 217]
  [222 221 217]
  ...
  [193 202 199]
  [192 201 198]
  [193 202 199]]

 [[222 221 217]
  [222 221 217]
  [222 221 217]
  ...
  [195 202 199]
  [192 201 198]
  [193 202 199]]

 [[222 221 217]
  [222 221 217]
  [222 221 217]
  ...
  [195 202 199]
  [193 201 198]
  [193 202 199]]

 ...

 [[217 222 215]
  [219 223 217]
  [218 222 216]
  ...
  [201 207 202]
  [200 206 201]
  [198 205 200]]

 [[218 222 216]
  [219 223 217]
  [218 222 216]
  ...
  [201 206 201]
  [199 205 200]
  [198 205 200]]

 [[215 222 215]
  [217 224 217]
  [216 223 216]
  ...
  [201 206 201]
  [198 204 199]
  [199 206 201]]]"
Train,cardboard,cardboard131,cardboard131.jpg,cardboard/cardboard131.jpg,0,"[[[207 218 222]
  [207 218 222]
  [207 218 222]
  ...
  [184 199 208]
  [184 199 208]
  [184 199 208]]

 [[207 218 222]
  [207 218 222]
  [207 218 222]
  ...
  [184 199 208]
  [184 199 208]
  [184 199 208]]

 [[207 218 222]
  [207 218 222]
  [207 218 222]
  ...
  [183 198 207]
  [183 198 207]
  [183 198 207]]

 ...

 [[159 182 185]
  [166 188 190]
  [177 196 199]
  ...
  [192 207 210]
  [191 206 209]
  [190 205 208]]

 [[162 187 191]
  [173 195 200]
  [185 205 210]
  ...
  [192 207 210]
  [191 206 209]
  [190 205 208]]

 [[161 188 193]
  [172 197 202]
  [183 204 209]
  ...
  [192 207 210]
  [191 206 209]
  [190 205 208]]]"
Train,cardboard,cardboard132,cardboard132.jpg,cardboard/cardboard132.jpg,0,"[[[194 212 215]
  [196 213 216]
  [195 212 215]
  ...
  [171 190 197]
  [171 190 197]
  [169 191 197]]

 [[195 212 215]
  [196 213 216]
  [195 212 215]
  ...
  [171 190 197]
  [171 190 197]
  [169 191 197]]

 [[194 212 215]
  [196 213 216]
  [195 212 215]
  ...
  [171 190 197]
  [171 190 197]
  [169 191 197]]

 ...

 [[191 211 212]
  [191 211 212]
  [191 211 212]
  ...
  [176 197 198]
  [175 196 197]
  [171 195 195]]

 [[191 211 212]
  [191 211 212]
  [191 211 212]
  ...
  [175 196 197]
  [175 196 197]
  [173 197 197]]

 [[191 211 212]
  [191 211 212]
  [191 211 212]
  ...
  [173 194 195]
  [175 196 198]
  [175 200 200]]]"
Train,cardboard,cardboard133,cardboard133.jpg,cardboard/cardboard133.jpg,0,"[[[201 212 216]
  [201 212 216]
  [201 212 216]
  ...
  [177 192 199]
  [174 190 197]
  [175 192 199]]

 [[201 212 216]
  [201 212 216]
  [201 212 216]
  ...
  [175 192 199]
  [174 190 197]
  [175 191 198]]

 [[201 212 216]
  [201 212 216]
  [201 212 216]
  ...
  [175 191 198]
  [175 191 198]
  [175 191 198]]

 ...

 [[198 212 211]
  [198 212 211]
  [198 212 211]
  ...
  [177 194 197]
  [178 195 198]
  [177 194 196]]

 [[197 211 210]
  [197 211 210]
  [197 211 210]
  ...
  [177 194 197]
  [178 195 198]
  [177 194 197]]

 [[197 211 210]
  [197 211 210]
  [197 211 210]
  ...
  [177 194 197]
  [178 195 198]
  [177 194 196]]]"
Train,cardboard,cardboard134,cardboard134.jpg,cardboard/cardboard134.jpg,0,"[[[201 212 220]
  [201 212 220]
  [201 212 220]
  ...
  [180 196 203]
  [180 196 203]
  [180 196 203]]

 [[201 212 220]
  [201 212 220]
  [201 212 220]
  ...
  [180 196 203]
  [180 196 203]
  [180 196 203]]

 [[201 212 220]
  [201 212 220]
  [201 212 220]
  ...
  [180 196 203]
  [180 196 203]
  [180 196 203]]

 ...

 [[203 216 218]
  [203 216 218]
  [203 216 218]
  ...
  [185 200 203]
  [184 199 202]
  [183 198 201]]

 [[203 216 218]
  [203 216 218]
  [203 216 218]
  ...
  [185 200 203]
  [184 199 202]
  [183 198 201]]

 [[203 216 218]
  [203 216 218]
  [203 216 218]
  ...
  [185 200 203]
  [184 199 202]
  [183 198 201]]]"
Train,cardboard,cardboard136,cardboard136.jpg,cardboard/cardboard136.jpg,0,"[[[192 199 202]
  [192 199 202]
  [192 199 202]
  ...
  [172 183 191]
  [173 184 192]
  [172 182 191]]

 [[192 199 202]
  [192 199 202]
  [192 199 202]
  ...
  [172 183 191]
  [173 184 192]
  [171 183 191]]

 [[192 199 202]
  [192 199 202]
  [192 199 202]
  ...
  [172 183 190]
  [173 185 191]
  [172 183 190]]

 ...

 [[189 201 201]
  [188 200 200]
  [189 201 201]
  ...
  [177 189 191]
  [177 189 191]
  [177 189 191]]

 [[189 201 201]
  [188 200 200]
  [189 201 201]
  ...
  [178 190 192]
  [178 190 192]
  [178 190 192]]

 [[189 201 201]
  [188 200 200]
  [189 201 201]
  ...
  [178 190 192]
  [178 190 192]
  [178 190 192]]]"
Train,cardboard,cardboard137,cardboard137.jpg,cardboard/cardboard137.jpg,0,"[[[194 205 209]
  [193 204 208]
  [194 205 209]
  ...
  [177 192 195]
  [177 192 195]
  [177 192 195]]

 [[194 205 209]
  [193 204 208]
  [194 205 209]
  ...
  [177 192 195]
  [177 192 195]
  [177 192 195]]

 [[194 205 209]
  [193 204 208]
  [194 205 209]
  ...
  [177 192 195]
  [177 192 195]
  [177 192 195]]

 ...

 [[192 205 207]
  [192 205 207]
  [192 205 207]
  ...
  [176 193 196]
  [176 193 196]
  [173 191 194]]

 [[192 205 207]
  [192 205 207]
  [192 205 207]
  ...
  [175 192 195]
  [176 193 196]
  [174 191 194]]

 [[192 205 207]
  [192 205 207]
  [192 205 207]
  ...
  [175 192 195]
  [176 193 196]
  [175 192 195]]]"
